text,aspect_term,from,to,polarity
"The service was a bit slow, but they were very friendly.",service,4,11,-1
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",specials,95,103,1
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",atmosphere,123,133,1
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,70,88,1
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,4,8,1
Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,37,48,1
The food was absolutely horrible!,food,4,8,-1
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",dinner special,50,64,0
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,124,128,1
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",people with carts of food,4,29,-1
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad,4,28,1
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",sushi place,17,28,-1
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,27,39,0
The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,4,16,1
We've never had any problems with the staff but maybe we've been lucky?,staff,38,43,1
Drinks way over priced.,Drinks,0,6,-1
Drinks way over priced.,priced,16,22,-1
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,98,109,-1
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,48,51,-1
What I didn't like was how the food came right after it was ordered.,food,31,35,-1
Moderate prices.,prices,9,15,0
I think I've had some the best meals of my life at minnow.,meals,31,36,1
"Most importantly, food is excellent.",food,18,22,1
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",roofdeck,6,14,1
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,52,57,-1
"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",manager,53,60,1
"However, service was as plain as sesame crusted Salmon I had.",service,9,16,0
"However, service was as plain as sesame crusted Salmon I had.",sesame crusted Salmon,33,54,0
It's great to go for a quick lunch either alone or with a friend.,lunch,29,34,1
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,4,8,0
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,54,61,-1
So some of the reviews here are accurate about the crowd and noise.,crowd,51,56,-1
So some of the reviews here are accurate about the crowd and noise.,noise,61,66,-1
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,96,100,1
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,105,111,1
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,127,134,1
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,4,11,-1
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",served,140,146,-1
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,60,70,1
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,112,118,1
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,138,142,1
"We only ordered desserts and drinks, but no refills were offered.",desserts,16,24,0
"We only ordered desserts and drinks, but no refills were offered.",drinks,29,35,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,33,39,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,50,56,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",lunch,71,76,0
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,23,27,0
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",beef cubes,45,55,1
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",chicken with chili and lemon grass,63,97,1
The music is the best among all the Indian restaurants I have visited.,music,4,9,1
"The bread and lamb chops I had before the meal were quite good, however.",bread,4,9,1
"The bread and lamb chops I had before the meal were quite good, however.",lamb chops,14,24,1
"The bread and lamb chops I had before the meal were quite good, however.",meal,42,46,0
Rao's has the best service and atmosphere in NYC.,service,19,26,1
Rao's has the best service and atmosphere in NYC.,atmosphere,31,41,1
instead ordered an ice cold beer which to me works with indian.,beer,28,32,1
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",noodles,36,43,-1
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",sugar,75,80,-1
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,96,102,-1
one of the best Chicken Tikka Masala.,Chicken Tikka Masala,16,36,1
"Excellent dumplings served amid clean, chic decor.",dumplings,10,19,1
"Excellent dumplings served amid clean, chic decor.",decor,44,49,1
"The kitchen however, is almost always slow.",kitchen,4,11,-1
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",corned beef,4,15,1
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",pastrami,20,28,1
"Cute place, nice wait staff but would never go there again.",wait staff,17,27,1
"Cute place, nice wait staff but would never go there again.",place,5,10,1
"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,10,17,1
people are rude bit again it's new york!,people,0,6,-1
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain slice,4,15,1
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,40,48,1
Service was also horrible and the ambience is not that great.,Service,0,7,-1
Service was also horrible and the ambience is not that great.,ambience,34,42,-1
"Service is great, takeout is good too.",Service,0,7,1
"Service is great, takeout is good too.",takeout,18,25,1
The pizza is overpriced and soggy.,pizza,4,9,-1
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",menu,29,33,1
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",view,73,77,1
"For the quality of food, a little too expensive.",quality of food,8,23,-1
Here's to the fake fish tanks too...,fish tanks,19,29,-1
I've never had bad service and the fish is fresh and delicious.,service,19,26,1
I've never had bad service and the fish is fresh and delicious.,fish,35,39,1
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,55,69,1
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,74,84,1
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",Lobster Cobb Salad,100,118,0
we decided to eat in tea room which was small and cute.,tea room,21,29,1
What an amazing meal and experience!,meal,16,20,1
Unique apppetizers.,apppetizers,7,18,1
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",staff,4,9,1
IT is the best deal in town for a Monday night dinner at a fine restaurant.,dinner,47,53,1
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,10,20,-1
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,65,70,0
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,76,80,0
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,4,8,-1
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim sum,26,33,0
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim sum atmosphere,98,116,0
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",tables,65,71,1
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,111,116,-1
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,120,131,0
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,47,54,1
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,73,78,1
The Thai food is good.,Thai food,4,13,1
"Great selection of wine, and seafood.",selection of wine,6,23,1
"Great selection of wine, and seafood.",seafood,29,36,1
Acceptable prices.,prices,11,17,1
we were seated at the sushi bar in front of yasuda.,sushi bar,22,31,0
"As I made the title, it's an affordable restaurant for great taste.",taste,61,66,1
Definitely not worth the price!,price,25,30,-1
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",French food,51,62,1
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,75,82,1
It's easy to get a table for a large group and you don't get hustled out.,table,19,24,1
Great food at reasonable prices.,food,6,10,1
Great food at reasonable prices.,prices,25,31,1
Salads are a delicious way to begin the meal.,Salads,0,6,1
Salads are a delicious way to begin the meal.,meal,40,44,1
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",tamarind duck,10,23,1
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",noodles with ground beef,44,68,1
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,112,118,1
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",Thai flavors,126,138,1
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,80,84,1
The prices are about $9 for an entree for dinner and even less for lunch.,prices,4,10,1
The prices are about $9 for an entree for dinner and even less for lunch.,entree,31,37,1
The prices are about $9 for an entree for dinner and even less for lunch.,dinner,42,48,0
The prices are about $9 for an entree for dinner and even less for lunch.,lunch,67,72,1
and you can't beat the prices.,prices,23,29,1
Should you happen to be impressed by the cuisine definitely try it.,cuisine,41,48,1
"I had the black cod with yuzu sauce, which was wonderful.",black cod with yuzu sauce,10,35,1
Prices too high for this cramped and unappealing resturant.,Prices,0,6,-1
Total hipster-wannabe attitude in an otherwise sweet spot.,spot,53,57,1
"Yes, there might be a wait if you have no reservations.",wait,22,26,-1
"Yes, there might be a wait if you have no reservations.",reservations,42,54,0
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,26,31,-1
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",salad,39,44,-1
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,95,102,-1
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,128,132,-1
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,60,64,-1
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,79,84,1
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,4,12,1
Downstairs lounge is always a good attraction,Downstairs lounge,0,17,1
The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,4,15,-1
The menu prices are a bit expensive for what you get in quality and portion size.,quality,56,63,-1
The menu prices are a bit expensive for what you get in quality and portion size.,portion size,68,80,-1
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,4,8,1
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,30,37,1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,1,5,0
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,25,31,-1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,37,43,-1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",cheese,55,61,-1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",pasta,78,83,-1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water and wine glasses,89,111,-1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",wine,191,195,0
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,138,142,0
The takeout is great too since they give high quality tupperware as well.,takeout,4,11,1
"The food was not fresh, the sauces were bland and very oily.",food,4,8,-1
"The food was not fresh, the sauces were bland and very oily.",sauces,28,34,-1
Could be pricey without a prix fixe meal.,prix fixe meal,26,40,-1
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,58,66,1
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,92,103,1
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,38,42,1
One of us actually liked the expresso - that's it.,expresso,29,37,1
"Again, the waitress was awesome.",waitress,11,19,1
I loved everythig about it-especially the shows and actors.,shows,42,47,1
I loved everythig about it-especially the shows and actors.,actors,52,58,1
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,4,11,1
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,42,46,1
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,84,93,1
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,109,114,0
"The food was just OK, I would never go back.",food,4,8,0
Zero ambiance to boot.,ambiance,5,13,-1
Scalina Fedeli reminded me why service is so integral to fine dining.,service,31,38,1
Scalina Fedeli reminded me why service is so integral to fine dining.,dining,62,68,1
i recommend the thai popcorn :),thai popcorn,16,28,1
"Everything looks great, the drinks, the decor, the food, even the people.",drinks,28,34,1
"Everything looks great, the drinks, the decor, the food, even the people.",decor,40,45,1
"Everything looks great, the drinks, the decor, the food, even the people.",food,51,55,1
As soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,53,57,-1
As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,45,50,0
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,4,12,1
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,17,23,1
The tuna and wasabe potatoes are excellent.,tuna,4,8,1
The tuna and wasabe potatoes are excellent.,wasabe potatoes,13,28,1
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,32,48,-1
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,132,148,-1
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,80,84,1
Ummm...the beer was cold.,beer,11,15,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",desserts,13,21,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",cannoli,42,49,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,90,108,1
"Good crowd, good outdoor seating, with a hip japanese vibe.",outdoor seating,17,32,1
"Good crowd, good outdoor seating, with a hip japanese vibe.",vibe,54,58,1
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",room,133,137,0
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,87,91,-1
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,36,42,1
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambiance,87,95,1
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,6,11,-1
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,122,127,1
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,239,246,0
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,255,261,0
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",Halibut,4,11,-1
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",dessert,27,34,0
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,84,91,-1
"The view is spectacular, and the food is great.",view,4,8,1
"The view is spectacular, and the food is great.",food,33,37,1
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",food,100,104,0
Good bagels and good cream cheese.,bagels,5,11,1
Good bagels and good cream cheese.,cream cheese,21,33,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,4,8,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,50,57,1
It is also extremely well priced.,priced,26,32,1
Always great service!,service,13,20,1
I am happy i did the food was awsome.,food,21,25,1
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,15,32,-1
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,77,84,-1
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,95,99,-1
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,29,38,-1
I went to DF for Valentines Day dinner.,Valentines Day dinner,17,38,0
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,16,26,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,28,43,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,52,67,1
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,83,101,1
I LOVED THE SHOWS.,SHOWS,12,17,1
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,39,48,1
We could have made a meal of the yummy dumplings from the dumpling menu.,meal,21,25,1
We could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,58,71,1
The aesthetics of this place are like an airport lounge.,aesthetics,4,14,-1
The aesthetics of this place are like an airport lounge.,place,23,28,-1
"Then, get ripped on free box wine.",box wine,25,33,1
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,91,95,1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,41,45,-1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,58,63,-1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,70,80,-1
The food itself was just ok - nothing spectacular - but the service was awful.,food,4,8,0
The food itself was just ok - nothing spectacular - but the service was awful.,service,60,67,-1
The pizza is yummy and I like the atmoshpere.,pizza,4,9,1
The pizza is yummy and I like the atmoshpere.,atmoshpere,34,44,1
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",seats,126,131,-1
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",roll,45,49,-1
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",menu,70,74,-1
Good food.,food,5,9,1
"those rolls were big, but not good and sashimi wasn't fresh.",sashimi,39,46,-1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,4,15,1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",Italian cheese,76,90,1
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,31,47,1
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",shrimp appetizer,14,30,1
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",lamb vindaloo,104,117,1
"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,20,28,1
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,47,51,-1
Food was good not great not worth the wait or another visit,wait,38,42,-1
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",dinners,19,26,1
"When you want a piece of beef, head on over.",beef,25,29,1
"Delicate spices, onions, eggs and a kick-ass roti.",spices,9,15,1
"Delicate spices, onions, eggs and a kick-ass roti.",onions,17,23,1
"Delicate spices, onions, eggs and a kick-ass roti.",eggs,25,29,1
"Delicate spices, onions, eggs and a kick-ass roti.",roti,45,49,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,11,15,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,35,40,1
"Also, if you don't want to sit at a certain table, you don't have to!",table,44,49,1
The menu has lots of options: I hope to go back to try those potato pancakes.,menu,4,8,1
The menu has lots of options: I hope to go back to try those potato pancakes.,potato pancakes,61,76,1
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,fried dumpling,115,129,1
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,4,9,-1
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,73,80,-1
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,42,47,1
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",secondi,56,63,1
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",portions,108,116,1
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,employees,40,49,-1
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,93,104,0
Delicious crab cakes too.,crab cakes,10,20,1
This was the worst dining experience I've ever had.,dining experience,19,36,-1
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,84,91,1
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,106,111,1
Just bring someone who speaks Cantonese because waiter may not understand you.,waiter,48,54,-1
The bruschetta and panini's are so yummy!,bruschetta,4,14,1
The bruschetta and panini's are so yummy!,panini,19,25,1
"Food was okay, nothing great.",Food,0,4,0
Every waitress and customer who passed by me bumped into my chair.,waitress,6,14,0
"Always popular, always full, always a wait.",wait,38,42,-1
It is run by the same Sichuan chef who started the chain in Chinatown.,Sichuan chef,22,34,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,94,109,-1
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",serving,53,60,0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,136,140,-1
"I can't wait for summer, when they serve outside on their gigantic patio.",patio,67,72,1
Best Pastrami I ever had and great portion without being ridiculous.,Pastrami,5,13,1
Best Pastrami I ever had and great portion without being ridiculous.,portion,35,42,1
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,68,72,0
go here for the drinks!,drinks,16,22,1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",courses,12,19,1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",chocolate sampler,44,61,-1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",dessert wine,90,102,-1
"Butter was melted, white wine warm, cheese oozing everywhere.",Butter,0,6,-1
"Butter was melted, white wine warm, cheese oozing everywhere.",white wine,19,29,-1
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,36,42,-1
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,private room,24,36,0
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,17,25,-1
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",place,39,44,-1
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",aisle,95,100,-1
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,pre-fixe menu,30,43,-1
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,choices per course,54,72,0
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,ordering a la carte,122,141,-1
Authentic Pakistani food.,Pakistani food,10,24,1
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",staff,4,9,1
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,68,72,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",eggplant parmesan,4,21,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",baked ziti with meatsauce,111,136,1
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",serves,95,101,1
"Quality ingredients preparation all around, and a very fair price for NYC.",ingredients,8,19,1
"Quality ingredients preparation all around, and a very fair price for NYC.",price,60,65,1
"Service was very good - prompt, attentive and non-intrusive.",Service,0,7,1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,13,33,-1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,89,95,-1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,100,105,-1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",entree,3,9,1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,56,64,-1
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,18,31,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,75,83,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,64,70,0
"In such a crappy part of town to find a good value for lunch, this place is great.",value,45,50,1
"In such a crappy part of town to find a good value for lunch, this place is great.",lunch,55,60,1
"Its not curry in a slurry crap, and regular run of the mill food.",curry,8,13,0
"Its not curry in a slurry crap, and regular run of the mill food.",food,60,64,0
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,114,118,-1
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",menu,66,70,0
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",table,84,89,1
