text,aspect_term,from,to,polarity
"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,62,67,-1
Downfalls: sharp edges.,edges,17,22,-1
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,27,32,0
The screen is gorgeous - yummy good.,screen,4,10,1
"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,40,44,-1
"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,48,54,-1
"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,58,66,-1
I had it four months when my disc drive refused to open.,disc drive,29,39,-1
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,29,39,0
"Once again, I was told it was the suspicious  power supply  problem.",power supply,46,58,-1
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,56,63,1
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,12,18,1
Unable to boot up this brand new laptop.,boot up,10,17,-1
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,37,42,1
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Keynotes,47,55,1
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,20,30,-1
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,51,63,-1
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",dvd drive,74,83,-1
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,49,54,0
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,23,34,0
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,4,8,0
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,75,79,-1
"I love the feel of the key board, as well as the trackpad.",key board,23,32,1
"I love the feel of the key board, as well as the trackpad.",trackpad,49,57,1
Now I have the best of both worlds with all of the power and ease of the Mac!,power,51,56,1
Now I have the best of both worlds with all of the power and ease of the Mac!,ease,61,65,1
Ease of use is just one of the benefits I love about my Mac.,use,8,11,1
-Touchpad will take a bit of time to get used to.,Touchpad,1,9,0
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,73,88,0
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,110,118,-1
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,161,169,-1
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,38,48,0
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",8GB of RAM,132,142,0
"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,103,107,0
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,0,8,1
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,50,56,1
"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,27,32,1
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,131,136,-1
"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,41,52,-1
"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,2,27,-1
Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,0,15,1
Quality Display  I was surprised with the performance and quality of this HP Laptop.,performance,42,53,1
Quality Display  I was surprised with the performance and quality of this HP Laptop.,quality,58,65,1
The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,4,16,-1
The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,4,25,1
"Its fast, has High definition quality in the videos.",High definition quality,14,37,1
Another Great thing is the Beast graphics.,Beast graphics,27,41,1
The ease of set up was terrific.,set up,12,18,1
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,65,77,0
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,battery,88,95,1
The battery life is probably an hour at best.,battery life,4,16,-1
This is a review of windows vista system.,windows vista system,20,40,0
"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,55,68,0
But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,54,58,-1
  There's literally no way to make it sing with Vista.,Vista,48,53,-1
Screen size is perfect for portable use in any environment.,Screen size,0,11,1
"First, it does not have a push button to open the lid.",push button,26,37,-1
"First, it does not have a push button to open the lid.",lid,50,53,0
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,85,94,0
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,103,111,0
I now realize that my $900 would have been better spent on a Windows laptop.,Windows,61,68,1
) And printing from either word processor is an adventure.,word processor,27,41,-1
"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,62,78,-1
Another included program that is laughable is the chess game.,included program,8,24,-1
"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,19,25,-1
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,41,62,1
"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",internet use,27,39,1
"The price was very good, and the product is top quality.",price,4,9,1
"The price was very good, and the product is top quality.",quality,48,55,1
It played various games without problems and ran aero smoothly and flawlessly.,games,18,23,0
It played various games without problems and ran aero smoothly and flawlessly.,aero,49,53,0
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,20,30,0
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,35,42,-1
  The screen almost looked like a barcode when it froze.,screen,6,12,-1
"From the get-go, the M6809 was unsteady in its operation;",operation,47,56,-1
"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,86,92,1
"It even has a great webcam, and Skype works very well.",webcam,20,26,1
"It even has a great webcam, and Skype works very well.",Skype,32,37,1
"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,17,40,1
"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",keyboard,50,58,1
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,19,41,1
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,73,81,1
This computer I used daily nice compact design.,design,40,46,1
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,4,21,1
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",Intel built-in card,125,144,1
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games,112,117,0
It was hard to handle and operate at school.,handle,15,21,-1
It was hard to handle and operate at school.,operate,26,33,-1
It has easy to use features and all the speed and power I could ask for.,features,19,27,1
It has easy to use features and all the speed and power I could ask for.,speed,40,45,1
It has easy to use features and all the speed and power I could ask for.,power,50,55,1
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,3,20,-1
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,106,129,1
I preferred the fit and feel of the 13 inch.,13 inch,36,43,1
power supply went bad after 2 weeks --,power supply,0,12,-1
"The screen takes some getting use to, because it is smaller than the laptop.",screen,4,10,-1
I regret buying it before understanding how awful it is to use.,use,59,62,-1
The right speaker did not work.,right speaker,4,17,-1
  Dealing with the support drone on the other end of the chat was sheer torture.,support,19,26,-1
"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,4,17,1
"The computer runs extremely slowly, whether opening Word or My Computer.",runs,13,17,-1
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,4,24,1
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win XP,80,86,0
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,88,92,0
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,96,100,0
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,46,49,1
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,0,7,0
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",shutdown,29,37,0
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,54,71,0
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,4,10,1
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",keyboard,56,64,1
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",fit,73,76,1
I have only had PCs with Windows before so this takes a little getting use to.,Windows,25,32,0
super fast processor and really nice graphics card..,processor,11,20,1
super fast processor and really nice graphics card..,graphics card,37,50,1
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,160,164,1
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",external keyboard,189,206,0
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",mouse,208,213,0
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",monitor,219,226,0
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,55,71,-1
"I dislike the weight and size, cubersome.",weight,14,20,-1
"I dislike the weight and size, cubersome.",size,25,29,-1
The wheel that turns the volume up and down doesn't work in real time.,wheel,4,9,-1
I cannot be happier with the service or product.,service,29,36,1
"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,45,62,1
Speakers doesn't sound that great.,Speakers,0,8,-1
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,7,16,1
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,94,104,-1
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,125,136,-1
"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,24,46,-1
"The ""abuse"" is that I pushed the power plug in too hard.",power plug,33,43,-1
The resolution on the screen is almost pure HD.,resolution on the screen,4,28,1
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,13,21,0
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iLife,49,54,0
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",iWork,59,64,0
"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,40,46,-1
"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery,18,26,1
"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",value,6,11,1
The Internet Explorer was very slow from the very beginning.,Internet Explorer,4,21,-1
The AC power port becomes loose over time,AC power port,4,17,-1
"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,71,85,1
"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,41,49,-1
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,58,70,1
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,78,90,-1
Enjoy that Toshib force and durability unparalleled,force,18,23,1
Enjoy that Toshib force and durability unparalleled,durability,28,38,1
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,28,42,1
"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,46,58,0
"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,12,30,1
"We love the size of the screen, although it is still lightweight and very easy to tote around.",tote,82,86,1
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,39,43,-1
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,74,77,1
  the battery is irreplaceable.,battery,6,13,-1
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,109,114,1
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,126,145,1
"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,134,140,-1
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,4,12,-1
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",command prompt,79,93,-1
It's software and speed enable it to do amazing things.,software,5,13,1
It's software and speed enable it to do amazing things.,speed,18,23,1
Could not keep up with me and finally the hard drive went out.,hard drive,42,52,-1
"I am most impressed with the programming, including the iPhoto.",programming,29,40,1
"I am most impressed with the programming, including the iPhoto.",iPhoto,56,62,1
Speakers too small to be of any real use.,Speakers,0,8,-1
"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,16,19,1
I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,56,64,1
They should have included more memory on their computers if they knew Vista would run slowly.,memory,31,37,-1
They should have included more memory on their computers if they knew Vista would run slowly.,Vista,70,75,-1
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,0,12,-1
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,49,54,1
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,4,11,-1
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,25,31,-1
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,94,100,-1
  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,12,20,0
  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,33,43,-1
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,4,21,1
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,23,32,1
The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,desktop icons,82,95,-1
I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,82,90,-1
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,94,99,1
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,104,115,1
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",built,16,21,1
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",look,38,42,1
"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,4,14,1
The Toshiba laptop I am using is easier to use than most I have tried.,use,43,46,1
"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,154,162,0
So we exchanged it for the same on and after 2 hours it didn't work.,work,63,67,-1
"I love the size, keyboard, the functions.",size,11,15,1
"I love the size, keyboard, the functions.",keyboard,17,25,1
"I love the size, keyboard, the functions.",functions,31,40,1
the mouse is way way way to sensitve.,mouse,4,9,-1
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,4,6,1
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,82,85,1
"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,80,86,-1
"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,59,75,-1
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,49,60,1
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,62,77,1
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,91,94,1
the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,4,16,1
the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,49,52,1
"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,6,13,-1
"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,27,33,-1
"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,96,102,-1
"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,60,68,0
"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",keys,70,74,0
"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,80,86,0
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,62,78,0
"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,46,70,-1
"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,62,70,-1
very convenient when you travel and the battery life is excellent...,battery life,40,52,1
  The machine is slow to boot up and occasionally crashes completely.,boot up,25,32,-1
This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,83,89,1
I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,83,85,0
the screen brightness automatically adjusts.,screen brightness,4,21,0
I especially like the backlit keyboard.,backlit keyboard,22,38,1
"Besides the great look, it is a great machine.",look,18,22,1
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,10,14,-1
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,4,9,-1
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,5,20,0
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),motherboard chip,28,44,0
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),CPU,59,62,0
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,75,85,0
The buttons you have to press a little harder than most.,buttons,4,11,-1
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,4,16,-1
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,71,78,0
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,116,123,-1
Right size and weight for portability.,size,6,10,1
Right size and weight for portability.,weight,15,21,1
Right size and weight for portability.,portability,26,37,1
The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,4,16,-1
"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,21,47,0
"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,69,79,-1
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,26,33,-1
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,167,177,0
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,58,79,-1
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,98,112,-1
"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,56,64,0
"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,59,66,1
"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,101,109,0
Was searching online for a power supply when I found this site.,power supply,27,39,0
"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,107,113,0
"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,60,76,0
"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,81,102,0
  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,52,57,-1
(No problem with the ordering or shipping by the way.,shipping,33,41,1
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,8,11,1
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,76,87,1
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,121,133,1
The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,43,58,-1
"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,92,97,-1
"Fast, great visual!",visual,12,18,1
It's priced very reasonable and works very well right out of the box.,priced,5,11,1
It's priced very reasonable and works very well right out of the box.,works,32,37,1
You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,45,47,0
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,10,18,1
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,42,47,-1
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,115,136,-1
There are so many wonderful features and benefits to the new MacBook!,features,28,36,1
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,91,97,1
The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,37,46,-1
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,65,69,1
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,89,97,1
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,107,123,1
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,133,142,1
Battery life needs more life.,Battery life,0,12,-1
For some odd reasons the computer doesn't reconize the operation system.,operation system,55,71,-1
The trackpad was easy to learn and navigate.,trackpad,4,12,1
"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,0,12,1
I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,87,97,-1
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,84,91,0
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Warrenty,136,144,0
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,agents,197,203,-1
Even though the computer is larger they did not make the keyboard larger.,keyboard,57,65,-1
We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,16,35,0
We paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,44,61,0
"Its not just slow on the internet, its slow in general.",internet,25,33,-1
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,19,22,1
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,50,56,1
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,40,59,-1
My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,89,93,-1
The resolution is even higher then any other laptop on the market.,resolution,4,14,1
"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",28,47,-1
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,80,88,1
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,63,70,1
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,19,23,1
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,38,44,-1
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",26,29,0
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",66,69,0
The feel of this machine compared to the old MacBook is far superior.,feel,4,8,1
"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,31,40,-1
"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,186,221,-1
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,22,28,1
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",HDMI,59,63,0
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,4,12,-1
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,wireless switch,31,46,-1
The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,12,25,1
I guess he was the technical person.,technical person,19,35,0
A seventy dollar mouse!,mouse,17,22,0
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,78,85,-1
when i first got it i thought the size of it was a joke.,size,34,38,-1
It is fast and i have not had a problem with internet connection or any other problems.,internet connection,45,64,1
I'm really impressed with the quality and performance for the price of the computer.,quality,30,37,1
I'm really impressed with the quality and performance for the price of the computer.,performance,42,53,1
I'm really impressed with the quality and performance for the price of the computer.,price,62,67,1
"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,48,61,0
"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",driver/application DVD,73,95,0
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,22,46,1
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,4,12,-1
